Date,Attendance,Team,City,League,Both Leagues
7/20/2018,8529,Utah Royals FC,Salt Lake City,NWSL,Yes
8/8/2018,8154,Utah Royals FC,Salt Lake City,NWSL,Yes
8/11/2018,8740,Utah Royals FC,Salt Lake City,NWSL,Yes
9/8/2018,11851,Utah Royals FC,Salt Lake City,NWSL,Yes
4/20/2019,18015,Utah Royals FC,Salt Lake City,NWSL,Yes
5/3/2019,16556,Utah Royals FC,Salt Lake City,NWSL,Yes
5/11/2019,10138,Utah Royals FC,Salt Lake City,NWSL,Yes
5/25/2019,7345,Utah Royals FC,Salt Lake City,NWSL,Yes
6/15/2019,5777,Utah Royals FC,Salt Lake City,NWSL,Yes
6/28/2019,6910,Utah Royals FC,Salt Lake City,NWSL,Yes
7/19/2019,15931,Utah Royals FC,Salt Lake City,NWSL,Yes
7/27/2019,10545,Utah Royals FC,Salt Lake City,NWSL,Yes
9/6/2019,10897,Utah Royals FC,Salt Lake City,NWSL,Yes
10/12/2019,9513,Utah Royals FC,Salt Lake City,NWSL,Yes
3/16/2024,20370,Utah Royals FC,Salt Lake City,NWSL,Yes
3/22/2024,8161,Utah Royals FC,Salt Lake City,NWSL,Yes
4/12/2024,8578,Utah Royals FC,Salt Lake City,NWSL,Yes
4/27/2024,10349,Utah Royals FC,Salt Lake City,NWSL,Yes
5/3/2024,10731,Utah Royals FC,Salt Lake City,NWSL,Yes
5/25/2024,7491,Utah Royals FC,Salt Lake City,NWSL,Yes
6/8/2024,8486,Utah Royals FC,Salt Lake City,NWSL,Yes
6/29/2024,8677,Utah Royals FC,Salt Lake City,NWSL,Yes
3/2/2013,21000,Vancouver Whitecaps,Vancouver,MLS,
3/9/2013,18078,Vancouver Whitecaps,Vancouver,MLS,
4/13/2013,18612,Vancouver Whitecaps,Vancouver,MLS,
4/27/2013,19967,Vancouver Whitecaps,Vancouver,MLS,
5/11/2013,21000,Vancouver Whitecaps,Vancouver,MLS,
5/18/2013,19823,Vancouver Whitecaps,Vancouver,MLS,
6/15/2013,20116,Vancouver Whitecaps,Vancouver,MLS,
6/19/2013,16130,Vancouver Whitecaps,Vancouver,MLS,
7/6/2013,22500,Vancouver Whitecaps,Vancouver,MLS,
7/14/2013,20206,Vancouver Whitecaps,Vancouver,MLS,
7/27/2013,21000,Vancouver Whitecaps,Vancouver,MLS,
8/10/2013,20151,Vancouver Whitecaps,Vancouver,MLS,
8/24/2013,21000,Vancouver Whitecaps,Vancouver,MLS,
9/1/2013,18767,Vancouver Whitecaps,Vancouver,MLS,
9/28/2013,21000,Vancouver Whitecaps,Vancouver,MLS,
10/6/2013,20303,Vancouver Whitecaps,Vancouver,MLS,
10/27/2013,21000,Vancouver Whitecaps,Vancouver,MLS,
3/8/2014,21000,Vancouver Whitecaps,Vancouver,MLS,
3/29/2014,21000,Vancouver Whitecaps,Vancouver,MLS,
4/5/2014,21000,Vancouver Whitecaps,Vancouver,MLS,
4/19/2014,21000,Vancouver Whitecaps,Vancouver,MLS,
5/3/2014,21000,Vancouver Whitecaps,Vancouver,MLS,
5/24/2014,21000,Vancouver Whitecaps,Vancouver,MLS,
6/25/2014,21000,Vancouver Whitecaps,Vancouver,MLS,
7/5/2014,22500,Vancouver Whitecaps,Vancouver,MLS,
7/12/2014,19383,Vancouver Whitecaps,Vancouver,MLS,
7/27/2014,21000,Vancouver Whitecaps,Vancouver,MLS,
8/10/2014,20183,Vancouver Whitecaps,Vancouver,MLS,
8/30/2014,21000,Vancouver Whitecaps,Vancouver,MLS,
9/6/2014,18116,Vancouver Whitecaps,Vancouver,MLS,
9/10/2014,17183,Vancouver Whitecaps,Vancouver,MLS,
9/27/2014,19395,Vancouver Whitecaps,Vancouver,MLS,
10/4/2014,20183,Vancouver Whitecaps,Vancouver,MLS,
10/25/2014,21000,Vancouver Whitecaps,Vancouver,MLS,
3/7/2015,21000,Vancouver Whitecaps,Vancouver,MLS,
3/28/2015,22500,Vancouver Whitecaps,Vancouver,MLS,
4/4/2015,21000,Vancouver Whitecaps,Vancouver,MLS,
4/8/2015,18083,Vancouver Whitecaps,Vancouver,MLS,
4/25/2015,21000,Vancouver Whitecaps,Vancouver,MLS,
5/9/2015,20183,Vancouver Whitecaps,Vancouver,MLS,
5/16/2015,21000,Vancouver Whitecaps,Vancouver,MLS,
5/30/2015,21000,Vancouver Whitecaps,Vancouver,MLS,
7/12/2015,21000,Vancouver Whitecaps,Vancouver,MLS,
7/26/2015,20298,Vancouver Whitecaps,Vancouver,MLS,
8/8/2015,20638,Vancouver Whitecaps,Vancouver,MLS,
8/22/2015,21000,Vancouver Whitecaps,Vancouver,MLS,
9/9/2015,17583,Vancouver Whitecaps,Vancouver,MLS,
9/19/2015,21000,Vancouver Whitecaps,Vancouver,MLS,
9/26/2015,21000,Vancouver Whitecaps,Vancouver,MLS,
10/7/2015,19339,Vancouver Whitecaps,Vancouver,MLS,
10/25/2015,21000,Vancouver Whitecaps,Vancouver,MLS,
3/6/2016,22120,Vancouver Whitecaps,Vancouver,MLS,
3/26/2016,22120,Vancouver Whitecaps,Vancouver,MLS,
4/2/2016,27038,Vancouver Whitecaps,Vancouver,MLS,
4/23/2016,22120,Vancouver Whitecaps,Vancouver,MLS,
4/27/2016,18836,Vancouver Whitecaps,Vancouver,MLS,
5/7/2016,22120,Vancouver Whitecaps,Vancouver,MLS,
5/11/2016,19638,Vancouver Whitecaps,Vancouver,MLS,
5/28/2016,22120,Vancouver Whitecaps,Vancouver,MLS,
6/18/2016,22120,Vancouver Whitecaps,Vancouver,MLS,
7/9/2016,22120,Vancouver Whitecaps,Vancouver,MLS,
7/13/2016,22120,Vancouver Whitecaps,Vancouver,MLS,
7/16/2016,22120,Vancouver Whitecaps,Vancouver,MLS,
8/12/2016,22120,Vancouver Whitecaps,Vancouver,MLS,
9/3/2016,22120,Vancouver Whitecaps,Vancouver,MLS,
9/24/2016,21851,Vancouver Whitecaps,Vancouver,MLS,
10/2/2016,24837,Vancouver Whitecaps,Vancouver,MLS,
10/23/2016,24083,Vancouver Whitecaps,Vancouver,MLS,
3/5/2017,19083,Vancouver Whitecaps,Vancouver,MLS,
3/18/2017,20438,Vancouver Whitecaps,Vancouver,MLS,
4/1/2017,25083,Vancouver Whitecaps,Vancouver,MLS,
4/14/2017,22120,Vancouver Whitecaps,Vancouver,MLS,
5/20/2017,21020,Vancouver Whitecaps,Vancouver,MLS,
5/27/2017,20905,Vancouver Whitecaps,Vancouver,MLS,
6/3/2017,19816,Vancouver Whitecaps,Vancouver,MLS,
6/17/2017,22120,Vancouver Whitecaps,Vancouver,MLS,
7/5/2017,22120,Vancouver Whitecaps,Vancouver,MLS,
7/23/2017,25082,Vancouver Whitecaps,Vancouver,MLS,
8/19/2017,21183,Vancouver Whitecaps,Vancouver,MLS,
8/23/2017,22120,Vancouver Whitecaps,Vancouver,MLS,
9/9/2017,20783,Vancouver Whitecaps,Vancouver,MLS,
9/13/2017,17368,Vancouver Whitecaps,Vancouver,MLS,
9/16/2017,20592,Vancouver Whitecaps,Vancouver,MLS,
9/23/2017,22120,Vancouver Whitecaps,Vancouver,MLS,
10/15/2017,22120,Vancouver Whitecaps,Vancouver,MLS,
3/4/2018,27837,Vancouver Whitecaps,Vancouver,MLS,
3/24/2018,22120,Vancouver Whitecaps,Vancouver,MLS,
4/13/2018,22120,Vancouver Whitecaps,Vancouver,MLS,
4/27/2018,19283,Vancouver Whitecaps,Vancouver,MLS,
5/11/2018,18813,Vancouver Whitecaps,Vancouver,MLS,
5/16/2018,17357,Vancouver Whitecaps,Vancouver,MLS,
5/26/2018,22120,Vancouver Whitecaps,Vancouver,MLS,
6/9/2018,22120,Vancouver Whitecaps,Vancouver,MLS,
7/1/2018,21038,Vancouver Whitecaps,Vancouver,MLS,
7/7/2018,22120,Vancouver Whitecaps,Vancouver,MLS,
7/28/2018,20831,Vancouver Whitecaps,Vancouver,MLS,
8/18/2018,22120,Vancouver Whitecaps,Vancouver,MLS,
9/1/2018,22120,Vancouver Whitecaps,Vancouver,MLS,
9/15/2018,27863,Vancouver Whitecaps,Vancouver,MLS,
9/23/2018,21190,Vancouver Whitecaps,Vancouver,MLS,
10/17/2018,18689,Vancouver Whitecaps,Vancouver,MLS,
10/28/2018,25348,Vancouver Whitecaps,Vancouver,MLS,
3/2/2019,27837,Vancouver Whitecaps,Vancouver,MLS,
3/30/2019,24803,Vancouver Whitecaps,Vancouver,MLS,
4/5/2019,22120,Vancouver Whitecaps,Vancouver,MLS,
4/17/2019,17038,Vancouver Whitecaps,Vancouver,MLS,
4/27/2019,17835,Vancouver Whitecaps,Vancouver,MLS,
5/10/2019,18356,Vancouver Whitecaps,Vancouver,MLS,
5/15/2019,16138,Vancouver Whitecaps,Vancouver,MLS,
5/25/2019,18309,Vancouver Whitecaps,Vancouver,MLS,
5/31/2019,21083,Vancouver Whitecaps,Vancouver,MLS,
6/22/2019,19893,Vancouver Whitecaps,Vancouver,MLS,
7/13/2019,18700,Vancouver Whitecaps,Vancouver,MLS,
7/20/2019,17558,Vancouver Whitecaps,Vancouver,MLS,
8/17/2019,22120,Vancouver Whitecaps,Vancouver,MLS,
8/31/2019,17512,Vancouver Whitecaps,Vancouver,MLS,
9/14/2019,17382,Vancouver Whitecaps,Vancouver,MLS,
9/21/2019,16683,Vancouver Whitecaps,Vancouver,MLS,
10/6/2019,18378,Vancouver Whitecaps,Vancouver,MLS,
4/20/2013,4569,Washington Spirit,"Washington, D.C.",NWSL,Yes
4/27/2013,4569,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/4/2013,5011,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/11/2013,4027,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/15/2013,4569,Washington Spirit,"Washington, D.C.",NWSL,Yes
7/3/2013,2467,Washington Spirit,"Washington, D.C.",NWSL,Yes
7/10/2013,2593,Washington Spirit,"Washington, D.C.",NWSL,Yes
7/27/2013,2607,Washington Spirit,"Washington, D.C.",NWSL,Yes
8/7/2013,2081,Washington Spirit,"Washington, D.C.",NWSL,Yes
8/10/2013,4549,Washington Spirit,"Washington, D.C.",NWSL,Yes
8/18/2013,4241,Washington Spirit,"Washington, D.C.",NWSL,Yes
4/13/2014,2306,Washington Spirit,"Washington, D.C.",NWSL,Yes
4/19/2014,2577,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/3/2014,4667,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/17/2014,4598,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/21/2014,2545,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/26/2014,2865,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/21/2014,3806,Washington Spirit,"Washington, D.C.",NWSL,Yes
7/2/2014,2673,Washington Spirit,"Washington, D.C.",NWSL,Yes
7/23/2014,3854,Washington Spirit,"Washington, D.C.",NWSL,Yes
7/30/2014,2744,Washington Spirit,"Washington, D.C.",NWSL,Yes
8/2/2014,3102,Washington Spirit,"Washington, D.C.",NWSL,Yes
8/16/2014,4282,Washington Spirit,"Washington, D.C.",NWSL,Yes
4/18/2015,4136,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/16/2015,3095,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/30/2015,3519,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/6/2015,3081,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/27/2015,1267,Washington Spirit,"Washington, D.C.",NWSL,Yes
7/18/2015,5413,Washington Spirit,"Washington, D.C.",NWSL,Yes
7/25/2015,5100,Washington Spirit,"Washington, D.C.",NWSL,Yes
8/1/2015,1267,Washington Spirit,"Washington, D.C.",NWSL,Yes
8/12/2015,4101,Washington Spirit,"Washington, D.C.",NWSL,Yes
9/5/2015,5708,Washington Spirit,"Washington, D.C.",NWSL,Yes
4/16/2016,3578,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/7/2016,3615,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/14/2016,3545,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/18/2016,5750,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/25/2016,3448,Washington Spirit,"Washington, D.C.",NWSL,Yes
7/2/2016,3036,Washington Spirit,"Washington, D.C.",NWSL,Yes
7/9/2016,3631,Washington Spirit,"Washington, D.C.",NWSL,Yes
7/30/2016,2930,Washington Spirit,"Washington, D.C.",NWSL,Yes
9/3/2016,4527,Washington Spirit,"Washington, D.C.",NWSL,Yes
9/7/2016,3039,Washington Spirit,"Washington, D.C.",NWSL,Yes
4/15/2017,2407,Washington Spirit,"Washington, D.C.",NWSL,Yes
4/29/2017,3154,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/6/2017,3190,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/20/2017,3714,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/3/2017,3096,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/24/2017,4319,Washington Spirit,"Washington, D.C.",NWSL,Yes
7/8/2017,5200,Washington Spirit,"Washington, D.C.",NWSL,Yes
8/12/2017,3722,Washington Spirit,"Washington, D.C.",NWSL,Yes
8/26/2017,3469,Washington Spirit,"Washington, D.C.",NWSL,Yes
8/30/2017,2365,Washington Spirit,"Washington, D.C.",NWSL,Yes
9/23/2017,3475,Washington Spirit,"Washington, D.C.",NWSL,Yes
9/30/2017,3780,Washington Spirit,"Washington, D.C.",NWSL,Yes
3/31/2018,4989,Washington Spirit,"Washington, D.C.",NWSL,Yes
4/14/2018,3458,Washington Spirit,"Washington, D.C.",NWSL,Yes
4/28/2018,3448,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/19/2018,3284,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/23/2018,2433,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/2/2018,3199,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/16/2018,3509,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/23/2018,4005,Washington Spirit,"Washington, D.C.",NWSL,Yes
7/22/2018,3623,Washington Spirit,"Washington, D.C.",NWSL,Yes
8/22/2018,3318,Washington Spirit,"Washington, D.C.",NWSL,Yes
8/25/2018,7976,Washington Spirit,"Washington, D.C.",NWSL,Yes
9/1/2018,3462,Washington Spirit,"Washington, D.C.",NWSL,Yes
4/13/2019,2373,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/4/2019,2097,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/18/2019,3049,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/1/2019,4575,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/22/2019,2367,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/29/2019,3481,Washington Spirit,"Washington, D.C.",NWSL,Yes
7/20/2019,5500,Washington Spirit,"Washington, D.C.",NWSL,Yes
8/10/2019,5300,Washington Spirit,"Washington, D.C.",NWSL,Yes
8/21/2019,2430,Washington Spirit,"Washington, D.C.",NWSL,Yes
8/24/2019,19871,Washington Spirit,"Washington, D.C.",NWSL,Yes
9/14/2019,17418,Washington Spirit,"Washington, D.C.",NWSL,Yes
9/28/2019,5200,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/1/2022,10177,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/15/2022,7433,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/1/2022,1961,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/11/2022,4236,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/17/2022,2790,Washington Spirit,"Washington, D.C.",NWSL,Yes
7/10/2022,2932,Washington Spirit,"Washington, D.C.",NWSL,Yes
7/17/2022,7795,Washington Spirit,"Washington, D.C.",NWSL,Yes
8/10/2022,3037,Washington Spirit,"Washington, D.C.",NWSL,Yes
9/10/2022,10158,Washington Spirit,"Washington, D.C.",NWSL,Yes
9/17/2022,8781,Washington Spirit,"Washington, D.C.",NWSL,Yes
10/1/2022,9141,Washington Spirit,"Washington, D.C.",NWSL,Yes
3/26/2023,11281,Washington Spirit,"Washington, D.C.",NWSL,Yes
4/22/2023,7073,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/6/2023,12232,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/28/2023,11545,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/3/2023,8515,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/10/2023,10032,Washington Spirit,"Washington, D.C.",NWSL,Yes
7/1/2023,8901,Washington Spirit,"Washington, D.C.",NWSL,Yes
8/27/2023,13048,Washington Spirit,"Washington, D.C.",NWSL,Yes
9/3/2023,10035,Washington Spirit,"Washington, D.C.",NWSL,Yes
9/30/2023,11607,Washington Spirit,"Washington, D.C.",NWSL,Yes
10/15/2023,15479,Washington Spirit,"Washington, D.C.",NWSL,Yes
3/23/2024,11734,Washington Spirit,"Washington, D.C.",NWSL,Yes
3/31/2024,8182,Washington Spirit,"Washington, D.C.",NWSL,Yes
4/20/2024,15004,Washington Spirit,"Washington, D.C.",NWSL,Yes
4/26/2024,11636,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/18/2024,13342,Washington Spirit,"Washington, D.C.",NWSL,Yes
5/24/2024,11551,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/15/2024,19897,Washington Spirit,"Washington, D.C.",NWSL,Yes
6/29/2024,15717,Washington Spirit,"Washington, D.C.",NWSL,Yes
3/5/2022,"14,554",New England Revolution,Boston,MLS,
3/12/2022,"10,633",New England Revolution,Boston,MLS,
4/2/2022,"16,265",New England Revolution,Boston,MLS,
4/16/2022,"15,344",New England Revolution,Boston,MLS,
4/30/2022,"25,509",New England Revolution,Boston,MLS,
5/7/2022,"26,421",New England Revolution,Boston,MLS,
5/28/2022,"20,398",New England Revolution,Boston,MLS,
6/15/2022,"15,308",New England Revolution,Boston,MLS,
6/19/2022,"21,289",New England Revolution,Boston,MLS,
7/3/2022,"20,193",New England Revolution,Boston,MLS,
7/30/2022,"29,097",New England Revolution,Boston,MLS,
8/13/2022,"24,240",New England Revolution,Boston,MLS,
8/28/2022,"21,517",New England Revolution,Boston,MLS,
8/31/2022,"13,325",New England Revolution,Boston,MLS,
9/4/2022,"17,793",New England Revolution,Boston,MLS,
9/17/2022,"35,455",New England Revolution,Boston,MLS,
10/1/2022,"33,421",New England Revolution,Boston,MLS,
3/4/2023,"13,176",New England Revolution,Boston,MLS,
3/18/2023,"14,930",New England Revolution,Boston,MLS,
4/1/2023,"18,521",New England Revolution,Boston,MLS,
4/8/2023,"18,021",New England Revolution,Boston,MLS,
4/22/2023,"19,281",New England Revolution,Boston,MLS,
4/29/2023,"30,080",New England Revolution,Boston,MLS,
5/27/2023,"27,293",New England Revolution,Boston,MLS,
6/10/2023,"36,235",New England Revolution,Boston,MLS,
6/17/2023,"21,492",New England Revolution,Boston,MLS,
6/24/2023,"24,596",New England Revolution,Boston,MLS,
7/12/2023,"17,615",New England Revolution,Boston,MLS,
7/15/2023,"29,884",New England Revolution,Boston,MLS,
8/30/2023,"16,444",New England Revolution,Boston,MLS,
9/2/2023,"26,213",New England Revolution,Boston,MLS,
9/30/2023,"37,701",New England Revolution,Boston,MLS,
10/4/2023,"14,144",New England Revolution,Boston,MLS,
10/21/2023,"41,355",New England Revolution,Boston,MLS,
3/3/2024,"29,293",New England Revolution,Boston,MLS,
3/17/2024,"14,557",New England Revolution,Boston,MLS,
3/23/2024,"15,269",New England Revolution,Boston,MLS,
4/6/2024,"22,196",New England Revolution,Boston,MLS,
4/27/2024,"65,612",New England Revolution,Boston,MLS,
5/18/2024,"34,947",New England Revolution,Boston,MLS,
5/25/2024,"26,625",New England Revolution,Boston,MLS,
6/8/2024,"29,288",New England Revolution,Boston,MLS,
6/15/2024,"27,028",New England Revolution,Boston,MLS,
6/29/2024,"25,004",New England Revolution,Boston,MLS,
2/26/2022,"17,487",Philadelphia Union,Philadelphia,MLS,
3/12/2022,"14,533",Philadelphia Union,Philadelphia,MLS,
4/2/2022,"18,136",Philadelphia Union,Philadelphia,MLS,
4/9/2022,"18,321",Philadelphia Union,Philadelphia,MLS,
4/23/2022,"18,476",Philadelphia Union,Philadelphia,MLS,
5/14/2022,"18,579",Philadelphia Union,Philadelphia,MLS,
5/18/2022,"15,747",Philadelphia Union,Philadelphia,MLS,
6/18/2022,"18,717",Philadelphia Union,Philadelphia,MLS,
6/26/2022,"18,589",Philadelphia Union,Philadelphia,MLS,
7/8/2022,"19,007",Philadelphia Union,Philadelphia,MLS,
7/16/2022,"18,257",Philadelphia Union,Philadelphia,MLS,
7/30/2022,"19,089",Philadelphia Union,Philadelphia,MLS,
8/13/2022,"18,682",Philadelphia Union,Philadelphia,MLS,
8/27/2022,"18,005",Philadelphia Union,Philadelphia,MLS,
8/31/2022,"18,214",Philadelphia Union,Philadelphia,MLS,
9/10/2022,"19,079",Philadelphia Union,Philadelphia,MLS,
10/9/2022,"19,228",Philadelphia Union,Philadelphia,MLS,
2/25/2023,"18,510",Philadelphia Union,Philadelphia,MLS,
3/11/2023,"18,520",Philadelphia Union,Philadelphia,MLS,
3/25/2023,"18,725",Philadelphia Union,Philadelphia,MLS,
4/1/2023,"18,550",Philadelphia Union,Philadelphia,MLS,
4/22/2023,"18,533",Philadelphia Union,Philadelphia,MLS,
5/17/2023,"18,689",Philadelphia Union,Philadelphia,MLS,
5/20/2023,"19,079",Philadelphia Union,Philadelphia,MLS,
5/31/2023,"18,705",Philadelphia Union,Philadelphia,MLS,
6/3/2023,"19,245",Philadelphia Union,Philadelphia,MLS,
6/24/2023,"19,535",Philadelphia Union,Philadelphia,MLS,
7/15/2023,"19,363",Philadelphia Union,Philadelphia,MLS,
9/3/2023,"19,361",Philadelphia Union,Philadelphia,MLS,
9/16/2023,"19,365",Philadelphia Union,Philadelphia,MLS,
9/23/2023,"18,738",Philadelphia Union,Philadelphia,MLS,
9/27/2023,"18,515",Philadelphia Union,Philadelphia,MLS,
10/4/2023,"18,605",Philadelphia Union,Philadelphia,MLS,
10/7/2023,"19,387",Philadelphia Union,Philadelphia,MLS,
2/24/2024,"18,734",Philadelphia Union,Philadelphia,MLS,
3/30/2024,"19,047",Philadelphia Union,Philadelphia,MLS,
4/27/2024,"19,048",Philadelphia Union,Philadelphia,MLS,
4/30/2024,"18,525",Philadelphia Union,Philadelphia,MLS,
5/11/2024,"19,028",Philadelphia Union,Philadelphia,MLS,
5/15/2024,"18,531",Philadelphia Union,Philadelphia,MLS,
6/1/2024,"19,026",Philadelphia Union,Philadelphia,MLS,
6/15/2024,"19,513",Philadelphia Union,Philadelphia,MLS,
6/22/2024,"18,762",Philadelphia Union,Philadelphia,MLS,
3/5/2022,23121,Toronto FC,Toronto,MLS,
3/19/2022,21501,Toronto FC,Toronto,MLS,
4/2/2022,21802,Toronto FC,Toronto,MLS,
4/16/2022,20809,Toronto FC,Toronto,MLS,
4/30/2022,23591,Toronto FC,Toronto,MLS,
5/14/2022,26146,Toronto FC,Toronto,MLS,
5/28/2022,25906,Toronto FC,Toronto,MLS,
6/25/2022,25527,Toronto FC,Toronto,MLS,
6/29/2022,21289,Toronto FC,Toronto,MLS,
7/2/2022,23594,Toronto FC,Toronto,MLS,
7/9/2022,27149,Toronto FC,Toronto,MLS,
7/23/2022,29067,Toronto FC,Toronto,MLS,
8/13/2022,28598,Toronto FC,Toronto,MLS,
8/17/2022,28464,Toronto FC,Toronto,MLS,
8/31/2022,29130,Toronto FC,Toronto,MLS,
9/4/2022,28793,Toronto FC,Toronto,MLS,
9/30/2022,27703,Toronto FC,Toronto,MLS,
3/11/2023,25796,Toronto FC,Toronto,MLS,
3/18/2023,20701,Toronto FC,Toronto,MLS,
4/1/2023,22801,Toronto FC,Toronto,MLS,
4/15/2023,27892,Toronto FC,Toronto,MLS,
4/29/2023,21847,Toronto FC,Toronto,MLS,
5/6/2023,27438,Toronto FC,Toronto,MLS,
5/17/2023,22560,Toronto FC,Toronto,MLS,
5/27/2023,27065,Toronto FC,Toronto,MLS,
5/31/2023,22778,Toronto FC,Toronto,MLS,
6/10/2023,27228,Toronto FC,Toronto,MLS,
7/1/2023,26694,Toronto FC,Toronto,MLS,
7/8/2023,26156,Toronto FC,Toronto,MLS,
8/20/2023,27518,Toronto FC,Toronto,MLS,
8/30/2023,25410,Toronto FC,Toronto,MLS,
9/16/2023,26165,Toronto FC,Toronto,MLS,
9/30/2023,24658,Toronto FC,Toronto,MLS,
10/21/2023,27556,Toronto FC,Toronto,MLS,
3/9/2024,26345,Toronto FC,Toronto,MLS,
3/23/2024,25768,Toronto FC,Toronto,MLS,
3/30/2024,24382,Toronto FC,Toronto,MLS,
4/20/2024,24108,Toronto FC,Toronto,MLS,
5/4/2024,24257,Toronto FC,Toronto,MLS,
5/11/2024,26925,Toronto FC,Toronto,MLS,
5/18/2024,28261,Toronto FC,Toronto,MLS,
5/25/2024,27941,Toronto FC,Toronto,MLS,
6/15/2024,28303,Toronto FC,Toronto,MLS,
6/19/2024,23361,Toronto FC,Toronto,MLS,
3/5/2022,18643,Vancouver Whitecaps,Vancouver,MLS,
4/2/2022,16772,Vancouver Whitecaps,Vancouver,MLS,
4/9/2022,16772,Vancouver Whitecaps,Vancouver,MLS,
5/8/2022,17709,Vancouver Whitecaps,Vancouver,MLS,
5/14/2022,15087,Vancouver Whitecaps,Vancouver,MLS,
5/18/2022,12716,Vancouver Whitecaps,Vancouver,MLS,
6/4/2022,17134,Vancouver Whitecaps,Vancouver,MLS,
6/26/2022,15084,Vancouver Whitecaps,Vancouver,MLS,
7/2/2022,18292,Vancouver Whitecaps,Vancouver,MLS,
7/8/2022,14201,Vancouver Whitecaps,Vancouver,MLS,
7/23/2022,14984,Vancouver Whitecaps,Vancouver,MLS,
8/5/2022,14668,Vancouver Whitecaps,Vancouver,MLS,
8/17/2022,14682,Vancouver Whitecaps,Vancouver,MLS,
8/27/2022,16361,Vancouver Whitecaps,Vancouver,MLS,
9/14/2022,16681,Vancouver Whitecaps,Vancouver,MLS,
9/17/2022,19722,Vancouver Whitecaps,Vancouver,MLS,
10/1/2022,19292,Vancouver Whitecaps,Vancouver,MLS,
2/25/2023,19614,Vancouver Whitecaps,Vancouver,MLS,
3/11/2023,16780,Vancouver Whitecaps,Vancouver,MLS,
4/1/2023,16046,Vancouver Whitecaps,Vancouver,MLS,
4/8/2023,17029,Vancouver Whitecaps,Vancouver,MLS,
4/29/2023,14103,Vancouver Whitecaps,Vancouver,MLS,
5/6/2023,14047,Vancouver Whitecaps,Vancouver,MLS,
5/20/2023,19108,Vancouver Whitecaps,Vancouver,MLS,
5/31/2023,13232,Vancouver Whitecaps,Vancouver,MLS,
6/3/2023,13739,Vancouver Whitecaps,Vancouver,MLS,
6/10/2023,16086,Vancouver Whitecaps,Vancouver,MLS,
7/8/2023,16399,Vancouver Whitecaps,Vancouver,MLS,
7/12/2023,14995,Vancouver Whitecaps,Vancouver,MLS,
7/15/2023,18354,Vancouver Whitecaps,Vancouver,MLS,
8/20/2023,16765,Vancouver Whitecaps,Vancouver,MLS,
9/30/2023,19442,Vancouver Whitecaps,Vancouver,MLS,
10/4/2023,13776,Vancouver Whitecaps,Vancouver,MLS,
